what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1296954171014
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1296954171027
started,bundle,org.eclipse.jface,3.6.0.I20100601-0800,"org.eclipse.jface",1296954171034
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1296954171035
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1296954171050
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1296954171062
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1296954171062
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1296954171062
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1296954171076
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1296954171207
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1296954171231
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1296954171252
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1296954171268
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1296954171300
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1296954171301
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1296954171370
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1296954171371
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1296954171431
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1296954171442
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1296954171456
started,bundle,com.android.ide.eclipse.adt,9.0.0.v201101191456-93220,"com.android.ide.eclipse.adt",1296954171456
started,bundle,com.android.ide.eclipse.ddms,9.0.0.v201101191456-93220,"com.android.ide.eclipse.ddms",1296954171483
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1296954171532
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1296954171532
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1296954171570
os,sysinfo,,,"linux",1296954171574
arch,sysinfo,,,"x86",1296954171574
ws,sysinfo,,,"gtk",1296954171574
locale,sysinfo,,,"en_AU",1296954171574
processors,sysinfo,,,"2",1296954171574
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1296954171574
java.runtime.version,sysinfo,,,"1.6.0_20-b20",1296954171574
java.specification.name,sysinfo,,,"Java Platform API Specification",1296954171574
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1296954171574
java.specification.version,sysinfo,,,"1.6",1296954171574
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1296954171574
java.version,sysinfo,,,"1.6.0_20",1296954171574
java.vm.info,sysinfo,,,"mixed mode, sharing",1296954171574
java.vm.name,sysinfo,,,"OpenJDK Client VM",1296954171574
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1296954171575
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1296954171575
java.vm.specification.version,sysinfo,,,"1.0",1296954171575
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1296954171575
java.vm.version,sysinfo,,,"19.0-b09",1296954171575
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1296954171820
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1296954172052
started,bundle,org.eclipse.rse.services,3.2.0.v201006041352,"org.eclipse.rse.services",1296954172102
started,bundle,org.eclipse.rse.core,3.1.100.v201003151933,"org.eclipse.rse.core",1296954172371
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1296954172415
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1296954172869
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1296954172934
started,bundle,org.eclipse.rse.ui,3.1.100.v201005282245,"org.eclipse.rse.ui",1296954173120
